date,temperature,humidity,rainfall,pressure
2024-01-01,28.8,81.0,1.964,1009.3
2024-01-02,29.1,81.7,0.0,1008.5
2024-01-03,27.6,88.0,11.533,1009.0
2024-01-04,27.2,87.8,28.604,1010.0
2024-01-05,27.6,84.8,3.802,1010.1
2024-01-06,27.6,85.4,0.617,1009.6
2024-01-07,27.2,87.5,0.002,1009.9
2024-01-08,27.7,82.0,0.0,1010.3
2024-01-09,28.4,79.2,0.0,1008.9
2024-01-10,28.4,81.6,0.165,1008.5
2024-01-11,27.5,87.2,40.895,1009.0
2024-01-12,27.6,83.5,0.108,1008.5
2024-01-13,27.8,82.3,2.615,1008.7
2024-01-14,28.5,80.4,0.002,1008.7
2024-01-15,29.0,79.2,0.0,1008.5
2024-01-16,29.5,73.8,0.0,1008.1
2024-01-17,27.5,87.2,2.331,1008.3
2024-01-18,27.9,81.0,0.567,1008.4
2024-01-19,25.5,91.0,15.628,1009.8
2024-01-20,29.1,71.5,0.032,1009.3
2024-01-21,28.0,81.6,6.882,1010.1
2024-01-22,29.4,72.5,0.001,1010.3
2024-01-23,29.3,74.6,0.002,1010.8
2024-01-24,29.2,72.3,0.0,1010.9
2024-01-25,29.7,74.0,0.0,1011.8
2024-01-26,29.0,78.8,0.004,1012.8
2024-01-27,26.1,91.8,19.479,1012.7
2024-01-28,27.0,88.5,15.546,1012.6
2024-01-29,26.7,89.9,17.109,1012.3
2024-01-30,27.2,88.4,34.859,1012.2
2024-01-31,27.4,85.8,84.477,1012.8
2024-02-01,27.6,85.4,0.569,1012.4
2024-02-02,28.1,84.1,39.754,1011.3
2024-02-03,27.5,85.1,0.0,1011.8
2024-02-04,27.7,83.1,14.551,1012.4
2024-02-05,27.6,86.1,0.614,1012.6
2024-02-06,26.5,88.9,9.961,1012.4
2024-02-07,27.9,80.2,0.0,1011.4
2024-02-08,28.6,78.5,0.0,1010.5
2024-02-09,28.7,80.6,0.0,1010.7
2024-02-10,28.2,84.0,1.491,1012.5
2024-02-11,28.5,80.8,0.0,1012.6
2024-02-12,28.8,81.3,6.092,1012.2
2024-02-13,28.6,81.5,4.369,1011.4
2024-02-14,27.6,88.4,143.411,1010.8
2024-02-15,28.5,85.9,9.853,1010.8
2024-02-16,27.9,87.6,0.0,1010.6
2024-02-17,28.0,86.0,17.719,1010.5
2024-02-18,28.3,82.8,0.008,1010.7
2024-02-19,29.0,80.3,0.071,1010.9
2024-02-20,29.4,80.0,0.0,1010.3
2024-02-21,29.1,81.0,0.198,1010.2
2024-02-22,29.6,77.7,2.895,1010.5
2024-02-23,29.7,74.3,0.0,1010.1
2024-02-24,28.9,80.6,0.2,1010.0
2024-02-25,28.0,83.0,8.18,1010.2
2024-02-26,28.2,81.5,18.759,1010.1
2024-02-27,29.1,77.2,0.0,1008.8
2024-02-28,27.3,88.2,42.975,1008.7
2024-02-29,26.3,92.6,104.661,1009.1
2024-03-01,28.4,81.1,0.005,1009.3
2024-03-02,27.7,87.3,16.627,1009.3
2024-03-03,27.4,86.6,6.755,1009.9
2024-03-04,28.1,81.5,0.993,1009.3
2024-03-05,29.3,75.9,0.0,1008.4
2024-03-06,28.8,80.6,2.896,1008.0
2024-03-07,29.1,78.3,0.027,1007.4
2024-03-08,28.4,81.0,0.0,1007.9
2024-03-09,25.7,92.0,50.584,1009.6
2024-03-10,27.1,89.7,0.113,1009.9
2024-03-11,27.5,88.0,25.281,1010.4
2024-03-12,28.4,79.1,0.014,1010.3
2024-03-13,27.8,84.1,21.141,1010.0
2024-03-14,27.3,86.7,11.191,1010.0
2024-03-15,26.7,85.9,28.836,1010.7
2024-03-16,25.9,89.3,20.108,1011.2
2024-03-17,26.7,86.7,26.675,1010.0
2024-03-18,28.3,78.3,0.343,1009.5
2024-03-19,29.4,70.1,0.0,1009.5
2024-03-20,29.5,66.0,0.0,1009.3
2024-03-21,28.5,75.2,0.0,1009.5
2024-03-22,26.6,88.4,68.127,1009.1
2024-03-23,29.2,76.6,0.0,1009.1
2024-03-24,29.7,78.1,0.004,1009.8
2024-03-25,28.7,78.7,0.01,1010.2
2024-03-26,29.1,76.8,0.011,1011.0
2024-03-27,28.0,82.4,0.401,1012.4
2024-03-28,28.3,79.2,2.1,1011.4
2024-03-29,28.6,77.2,2.1,1010.7
2024-03-30,28.5,80.1,8.5,1011.2
2024-03-31,28.7,81.8,6.7,1011.1
2024-04-01,28.3,80.5,4.5,1009.8
2024-04-02,28.8,78.5,0.974,1009.1
2024-04-03,28.4,83.1,5.883,1008.9
2024-04-04,29.1,78.8,0.033,1008.2
2024-04-05,28.8,80.6,2.918,1008.2
2024-04-06,28.8,80.3,0.081,1007.9
2024-04-07,29.4,77.1,0.0,1007.2
2024-04-08,29.5,74.7,0.0,1007.7
2024-04-09,28.3,79.0,0.252,1008.3
2024-04-10,28.6,79.0,0.676,1008.7
2024-04-11,29.1,77.6,0.0,1008.8
2024-04-12,27.0,88.7,41.07,1009.0
2024-04-13,29.2,78.7,0.078,1008.6
2024-04-14,28.3,81.8,0.288,1010.2
2024-04-15,29.4,77.4,0.967,1010.3
2024-04-16,30.5,73.9,0.007,1009.2
2024-04-17,28.9,79.6,26.399,1008.7
2024-04-18,28.9,77.5,0.314,1008.4
2024-04-19,29.1,76.8,0.0,1007.5
2024-04-20,29.4,77.4,0.062,1007.3
2024-04-21,28.7,81.2,0.196,1008.6
2024-04-22,30.1,73.5,0.011,1007.9
2024-04-23,29.0,80.2,0.031,1007.7
2024-04-24,29.2,79.4,5.37,1007.5
2024-04-25,28.8,81.3,8.643,1007.6
2024-04-26,29.0,80.1,0.709,1007.4
2024-04-27,28.6,82.5,0.985,1007.8
2024-04-28,29.4,79.3,1.112,1009.1
2024-04-29,30.9,73.7,0.0,1007.9
2024-04-30,30.6,75.8,0.054,1007.3
2024-05-01,29.4,78.1,0.065,1006.7
2024-05-02,30.3,75.7,0.004,1007.4
2024-05-03,29.5,79.2,0.004,1008.0
2024-05-04,29.5,73.4,0.022,1008.3
2024-05-05,29.9,72.3,0.0,1008.4
2024-05-06,29.8,71.6,0.013,1008.9
2024-05-07,30.2,69.3,0.0,1009.2
2024-05-08,29.7,73.1,0.1,1009.2
2024-05-09,30.0,72.0,0.0,1008.9
2024-05-10,30.3,74.2,0.001,1008.9
2024-05-11,30.4,74.0,0.04,1009.9
2024-05-12,30.5,70.8,0.0,1009.7
2024-05-13,30.4,73.4,0.044,1008.4
2024-05-14,28.6,80.4,26.054,1009.4
2024-05-15,29.8,73.7,1.93,1009.8
2024-05-16,30.0,73.1,0.0,1009.4
2024-05-17,30.0,70.9,0.048,1008.9
2024-05-18,29.9,72.1,0.0,1008.4
2024-05-19,30.0,71.0,0.004,1007.1
2024-05-20,30.1,69.6,0.0,1007.5
2024-05-21,30.1,70.7,0.0,1007.8
2024-05-22,30.0,72.6,0.0,1008.0
2024-05-23,28.7,79.9,0.018,1008.3
2024-05-24,29.1,78.0,0.085,1008.2
2024-05-25,27.0,87.3,6.242,1010.2
2024-05-26,29.0,78.0,0.0,1010.0
2024-05-27,30.2,72.8,0.0,1009.0
2024-05-28,30.3,74.0,0.004,1009.0
2024-05-29,30.3,73.8,0.0,1008.7
2024-05-30,30.2,73.6,0.0,1009.2
2024-05-31,30.3,72.8,0.0,1009.6
2024-06-01,29.4,77.3,0.0,1010.7
2024-06-02,29.5,75.8,0.0,1010.8
2024-06-03,28.4,82.1,2.763,1011.0
2024-06-04,29.2,76.7,0.117,1011.3
2024-06-05,29.8,73.9,0.0,1011.5
2024-06-06,29.9,67.9,0.0,1010.7
2024-06-07,29.8,73.3,0.113,1010.3
2024-06-08,29.9,72.4,0.0,1009.6
2024-06-09,29.1,76.9,0.035,1010.3
2024-06-10,29.8,74.3,0.011,1010.6
2024-06-11,28.2,83.2,13.394,1011.7
2024-06-12,28.4,81.0,0.0,1012.2
2024-06-13,28.4,80.0,0.0,1011.0
2024-06-14,29.0,78.6,0.0,1009.4
2024-06-15,28.7,79.3,0.0,1008.9
2024-06-16,27.6,83.4,66.185,1009.5
2024-06-17,29.5,74.2,0.004,1009.8
2024-06-18,28.6,78.6,0.04,1010.1
2024-06-19,29.2,74.1,0.0,1008.6
2024-06-20,29.2,67.9,0.0,1008.4
2024-06-21,29.2,69.9,0.0,1009.2
2024-06-22,29.2,71.6,0.0,1010.1
2024-06-23,29.2,64.2,0.0,1009.6
2024-06-24,29.4,69.8,0.0,1009.1
2024-06-25,27.4,82.0,23.412,1008.9
2024-06-26,28.8,76.2,0.0,1008.3
2024-06-27,28.9,78.3,2.9,1009.3
2024-06-28,28.5,81.5,0.048,1010.2
2024-06-29,27.3,85.5,3.432,1011.2
2024-06-30,28.3,76.1,0.0,1010.5
2024-07-01,28.4,80.0,0.0,1009.4
2024-07-02,27.7,82.1,0.586,1009.9
2024-07-03,27.8,80.4,2.964,1010.5
2024-07-04,27.0,83.5,14.532,1010.7
2024-07-05,26.8,84.7,4.073,1008.2
2024-07-06,24.8,92.1,59.403,1008.9
2024-07-07,26.7,81.9,0.479,1009.3
2024-07-08,28.5,78.2,25.132,1008.9
2024-07-09,28.1,81.3,27.548,1010.3
2024-07-10,28.8,72.8,0.0,1011.6
2024-07-11,28.8,73.6,0.0,1010.9
2024-07-12,28.5,67.9,0.0,1009.2
2024-07-13,27.9,65.6,0.0,1009.1
2024-07-14,27.9,64.1,0.0,1008.7
2024-07-15,27.6,64.6,0.0,1009.4
2024-07-16,28.5,64.8,0.0,1009.6
2024-07-17,28.8,68.4,0.0,1009.5
2024-07-18,29.2,68.4,0.0,1011.1
2024-07-19,29.2,67.7,0.0,1009.9
2024-07-20,28.7,67.6,0.0,1010.5
2024-07-21,29.1,67.1,0.0,1011.4
2024-07-22,29.1,68.5,0.0,1011.7
2024-07-23,28.8,65.7,0.0,1011.1
2024-07-24,28.6,68.7,0.0,1009.3
2024-07-25,28.3,69.9,0.0,1008.7
2024-07-26,28.9,67.6,0.0,1009.7
2024-07-27,29.3,68.5,0.0,1010.8
2024-07-28,29.1,69.3,0.0,1010.4
2024-07-29,29.2,66.2,0.0,1009.3
2024-07-30,29.3,65.4,0.0,1010.6
2024-07-31,29.2,70.1,0.0,1011.8
2024-08-01,28.1,76.1,0.0,1011.8
2024-08-02,27.6,78.2,2.957,1011.1
2024-08-03,27.8,78.8,0.234,1011.5
2024-08-04,28.9,73.9,0.019,1011.3
2024-08-05,28.1,73.8,5.31,1010.7
2024-08-06,29.0,69.7,0.0,1010.3
2024-08-07,28.9,69.6,0.0,1010.9
2024-08-08,29.0,68.3,0.0,1011.6
2024-08-09,29.6,68.1,0.0,1010.3
2024-08-10,29.5,70.4,0.0,1009.7
2024-08-11,29.1,70.9,0.004,1009.1
2024-08-12,28.3,63.6,0.2,1008.9
2024-08-13,28.7,61.5,0.0,1010.1
2024-08-14,29.1,66.2,0.0,1009.6
2024-08-15,29.1,67.5,0.0,1008.9
2024-08-16,29.0,66.3,0.0,1009.0
2024-08-17,29.4,66.2,0.0,1009.5
2024-08-18,29.1,70.7,0.0,1009.9
2024-08-19,29.2,70.4,0.0,1009.4
2024-08-20,28.7,72.2,0.0,1010.3
2024-08-21,29.1,70.1,0.0,1011.0
2024-08-22,29.3,69.2,0.0,1010.9
2024-08-23,29.1,70.6,0.0,1011.9
2024-08-24,28.8,70.6,0.026,1011.5
2024-08-25,29.1,65.5,0.0,1010.8
2024-08-26,29.1,67.9,0.0,1010.5
2024-08-27,29.1,68.8,0.0,1010.8
2024-08-28,29.4,63.4,0.0,1010.9
2024-08-29,29.3,67.0,0.011,1010.7
2024-08-30,29.0,65.2,0.0,1010.5
2024-08-31,29.0,65.2,0.0,1009.9
2024-09-01,29.2,69.5,0.0,1009.7
2024-09-02,29.8,70.0,0.035,1010.3
2024-09-03,29.2,70.5,0.002,1010.6
2024-09-04,29.8,62.7,0.0,1009.6
2024-09-05,29.5,68.3,0.0,1009.4
2024-09-06,30.1,67.4,0.0,1009.7
2024-09-07,30.4,62.0,0.0,1010.5
2024-09-08,30.4,64.0,0.0,1011.1
2024-09-09,28.4,75.6,10.651,1010.5
2024-09-10,27.5,80.1,10.617,1010.5
2024-09-11,29.0,67.3,0.007,1010.7
2024-09-12,28.5,74.5,7.788,1011.4
2024-09-13,27.7,75.4,0.271,1010.7
2024-09-14,28.9,65.8,0.0,1009.4
2024-09-15,28.9,66.2,0.0,1008.8
2024-09-16,28.9,64.8,0.0,1008.8
2024-09-17,29.1,60.9,0.0,1007.8
2024-09-18,28.3,67.1,0.0,1007.8
2024-09-19,28.8,62.6,0.0,1007.7
2024-09-20,29.1,66.9,0.0,1008.2
2024-09-21,29.3,69.0,0.0,1008.7
2024-09-22,29.6,73.1,0.001,1008.8
2024-09-23,29.8,74.2,0.098,1009.6
2024-09-24,27.9,80.4,1.948,1010.2
2024-09-25,27.5,79.6,46.173,1010.5
2024-09-26,27.3,81.7,27.218,1010.6
2024-09-27,28.6,76.8,26.191,1010.6
2024-09-28,29.8,72.5,0.0,1009.5
2024-09-29,29.6,70.6,0.026,1009.6
2024-09-30,29.8,67.2,0.0,1009.7
2024-10-01,29.9,68.6,0.0,1009.3
2024-10-02,30.1,69.8,0.024,1009.8
2024-10-03,29.6,70.1,0.026,1010.0
2024-10-04,29.5,69.4,0.0,1009.9
2024-10-05,29.0,71.2,0.0,1009.7
2024-10-06,29.4,69.1,0.024,1010.1
2024-10-07,30.2,62.7,0.0,1011.3
2024-10-08,30.1,64.5,0.0,1010.7
2024-10-09,30.3,66.7,0.0,1009.5
2024-10-10,30.2,68.5,0.0,1008.9
2024-10-11,30.5,67.2,0.0,1008.5
2024-10-12,29.9,70.7,0.0,1008.9
2024-10-13,28.9,75.7,0.0,1009.3
2024-10-14,28.5,75.5,1.132,1009.5
2024-10-15,28.2,76.0,0.999,1010.3
2024-10-16,29.3,68.5,0.0,1011.0
2024-10-17,29.2,59.1,0.016,1010.8
2024-10-18,29.4,62.9,0.0,1009.9
2024-10-19,29.2,68.7,0.0,1010.7
2024-10-20,30.3,57.7,0.0,1011.2
2024-10-21,29.2,64.1,0.0,1010.8
2024-10-22,30.0,66.9,0.0,1010.2
2024-10-23,30.4,67.7,0.019,1009.8
2024-10-24,29.6,72.7,45.984,1009.6
2024-10-25,28.7,75.9,10.521,1010.1
2024-10-26,30.0,65.4,3.86,1009.4
2024-10-27,30.0,67.6,0.0,1008.4
2024-10-28,29.6,68.2,0.0,1008.6
2024-10-29,30.5,67.3,0.0,1009.4
2024-10-30,30.3,67.3,0.0,1009.5
2024-10-31,30.0,68.0,0.0,1009.5
2024-11-01,30.1,67.5,0.002,1009.7
2024-11-02,28.2,77.1,25.019,1010.2
2024-11-03,26.9,82.2,18.892,1010.2
2024-11-04,27.6,79.9,0.2,1010.1
2024-11-05,28.2,78.8,15.008,1009.6
2024-11-06,29.0,72.5,0.0,1010.0
2024-11-07,28.9,73.2,0.0,1010.3
2024-11-08,29.8,69.5,0.02,1009.8
2024-11-09,28.7,76.6,0.085,1009.7
2024-11-10,28.3,77.8,0.024,1009.5
2024-11-11,27.3,82.3,1.143,1009.5
2024-11-12,28.0,79.0,3.992,1008.8
2024-11-13,29.6,72.7,0.011,1008.3
2024-11-14,29.8,73.2,0.002,1008.5
2024-11-15,29.3,76.3,0.55,1008.4
2024-11-16,27.9,85.4,8.472,1007.8
2024-11-17,28.9,78.8,17.371,1007.1
2024-11-18,28.4,78.8,9.4,1007.5
2024-11-19,27.8,81.1,10.8,1007.7
2024-11-20,28.3,78.0,9.6,1006.8
2024-11-21,28.3,77.9,2.6,1006.7
2024-11-22,28.6,76.1,0.032,1007.3
2024-11-23,28.0,80.0,0.147,1007.5
2024-11-24,28.2,78.2,0.044,1007.8
2024-11-25,29.0,73.3,0.0,1007.3
2024-11-26,28.9,76.2,0.774,1006.5
2024-11-27,27.9,81.6,24.553,1007.6
2024-11-28,28.5,76.1,24.733,1007.8
2024-11-29,28.8,69.6,0.006,1007.9
2024-11-30,29.8,66.6,0.0,1007.0
2024-12-01,29.2,70.8,0.29,1006.9
2024-12-02,27.7,77.3,28.407,1007.4
2024-12-03,26.8,80.1,4.35,1008.6
2024-12-04,26.1,86.4,4.699,1007.9
2024-12-05,27.1,83.4,28.041,1006.7
2024-12-06,26.6,85.8,23.743,1007.2
2024-12-07,27.3,85.7,23.471,1007.1
2024-12-08,28.2,82.8,6.528,1007.2
2024-12-09,26.4,90.7,17.473,1007.2
2024-12-10,27.2,83.6,10.164,1006.1
2024-12-11,28.9,74.2,0.194,1005.9
2024-12-12,29.2,69.3,0.976,1006.2
2024-12-13,29.5,68.5,0.0,1006.5
2024-12-14,28.0,75.8,0.138,1007.9
2024-12-15,27.3,80.1,20.102,1008.7
2024-12-16,27.5,81.8,0.033,1008.9
2024-12-17,28.2,77.3,6.972,1008.9
2024-12-18,28.0,74.4,0.082,1008.2
2024-12-19,27.1,83.5,45.859,1008.0
2024-12-20,27.6,81.9,15.57,1008.0
2024-12-21,27.9,81.3,2.829,1008.6
2024-12-22,27.8,85.0,24.229,1009.0
2024-12-23,26.8,89.8,42.742,1008.6
2024-12-24,27.3,81.9,13.813,1009.1
2024-12-25,27.2,84.8,6.921,1010.0
2024-12-26,28.4,76.2,3.876,1010.9
2024-12-27,29.0,73.7,0.0,1010.9
2024-12-28,29.6,67.8,0.0,1009.9
2024-12-29,29.1,73.9,0.008,1009.5
2024-12-30,28.1,75.5,1.043,1010.2
2024-12-31,28.1,75.6,1.672,1009.2
